date,dow,dowc,wkd,month,ssn,bkng,avail,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,hol,ishol,hol3,hol5,hol7,holwknd
2017-12-14,Thursday,5,0,12,1,49,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-12-15,Friday,6,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-12-16,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-12-17,Sunday,1,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-18,Monday,2,0,12,1,81,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2017-12-19,Tuesday,3,0,12,1,79,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2017-12-20,Wednesday,4,0,12,1,81,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
2017-12-21,Thursday,5,0,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2017-12-22,Friday,6,1,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
2017-12-23,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
2017-12-24,Sunday,1,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2017-12-25,Monday,2,0,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,chr,1,1,1,1,0
2017-12-26,Tuesday,3,0,12,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
2017-12-27,Wednesday,4,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
2017-12-28,Thursday,5,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
2017-12-29,Friday,6,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
2017-12-30,Saturday,7,1,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
2017-12-31,Sunday,1,0,12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2018-01-01,Monday,2,0,1,1,42,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nyd,1,1,1,1,0
2018-01-02,Tuesday,3,0,1,1,76,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
2018-01-03,Wednesday,4,0,1,1,60,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2018-01-04,Thursday,5,0,1,1,54,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2018-01-05,Friday,6,1,1,1,87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2018-01-06,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
2018-01-07,Sunday,1,0,1,1,49,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-08,Monday,2,0,1,1,30,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-01-09,Tuesday,3,0,1,1,20,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2018-01-10,Wednesday,4,0,1,1,28,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2018-01-11,Thursday,5,0,1,1,43,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-01-12,Friday,6,1,1,1,76,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2018-01-13,Saturday,7,1,1,1,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2018-01-14,Sunday,1,0,1,1,88,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2018-01-15,Monday,2,0,1,1,20,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mlk,1,1,1,1,0
2018-01-16,Tuesday,3,0,1,1,24,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
2018-01-17,Wednesday,4,0,1,1,40,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2018-01-18,Thursday,5,0,1,1,28,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2018-01-19,Friday,6,1,1,1,83,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2018-01-20,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
2018-01-21,Sunday,1,0,1,1,45,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-22,Monday,2,0,1,1,21,69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-01-23,Tuesday,3,0,1,1,23,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-24,Wednesday,4,0,1,1,32,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-01-25,Thursday,5,0,1,1,47,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-01-26,Friday,6,1,1,1,88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-01-27,Saturday,7,1,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-01-28,Sunday,1,0,1,1,49,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-29,Monday,2,0,1,1,23,67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-30,Tuesday,3,0,1,1,26,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-31,Wednesday,4,0,1,1,28,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-02-01,Thursday,5,0,2,1,25,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-02,Friday,6,1,2,1,77,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-02-03,Saturday,7,1,2,1,91,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-02-04,Sunday,1,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-05,Monday,2,0,2,1,16,74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-06,Tuesday,3,0,2,1,19,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-07,Wednesday,4,0,2,1,28,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2018-02-08,Thursday,5,0,2,1,30,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2018-02-09,Friday,6,1,2,1,78,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2018-02-10,Saturday,7,1,2,1,91,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
2018-02-11,Sunday,1,0,2,1,28,62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2018-02-12,Monday,2,0,2,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
2018-02-13,Tuesday,3,0,2,1,27,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
2018-02-14,Wednesday,4,0,2,1,42,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,mwb,1,1,1,1,0
2018-02-15,Thursday,5,0,2,1,51,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,mwb,1,1,1,1,0
2018-02-16,Friday,6,1,2,1,84,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2018-02-17,Saturday,7,1,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2018-02-18,Sunday,1,0,2,1,87,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2018-02-19,Monday,2,0,2,1,67,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pres,1,1,1,1,0
2018-02-20,Tuesday,3,0,2,1,54,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
2018-02-21,Wednesday,4,0,2,1,50,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2018-02-22,Thursday,5,0,2,1,63,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2018-02-23,Friday,6,1,2,1,85,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2018-02-24,Saturday,7,1,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
2018-02-25,Sunday,1,0,2,1,25,65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-02-26,Monday,2,0,2,1,27,63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-02-27,Tuesday,3,0,2,1,19,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-28,Wednesday,4,0,2,1,16,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-01,Thursday,5,0,3,2,24,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-03-02,Friday,6,1,3,2,64,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-03-03,Saturday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-03-04,Sunday,1,0,3,2,23,67,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-05,Monday,2,0,3,2,14,76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-06,Tuesday,3,0,3,2,16,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-07,Wednesday,4,0,3,2,21,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-08,Thursday,5,0,3,2,29,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-03-09,Friday,6,1,3,2,46,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-03-10,Saturday,7,1,3,2,87,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-03-11,Sunday,1,0,3,2,22,68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-12,Monday,2,0,3,2,19,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,Tuesday,3,0,3,2,20,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-14,Wednesday,4,0,3,2,39,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-15,Thursday,5,0,3,2,47,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-03-16,Friday,6,1,3,2,77,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-03-17,Saturday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-03-18,Sunday,1,0,3,2,27,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,Monday,2,0,3,2,19,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-20,Tuesday,3,0,3,2,19,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-21,Wednesday,4,0,3,2,22,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-22,Thursday,5,0,3,2,45,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-03-23,Friday,6,1,3,2,82,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-03-24,Saturday,7,1,3,2,87,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-03-25,Sunday,1,0,3,2,31,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-26,Monday,2,0,3,2,40,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-03-27,Tuesday,3,0,3,2,31,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2018-03-28,Wednesday,4,0,3,2,57,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2018-03-29,Thursday,5,0,3,2,62,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-03-30,Friday,6,1,3,2,73,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2018-03-31,Saturday,7,1,3,2,88,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2018-04-01,Sunday,1,0,4,2,42,48,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2018-04-02,Monday,2,0,4,2,62,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,spr,1,1,1,1,0
2018-04-03,Tuesday,3,0,4,2,56,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,spr,1,1,1,1,0
2018-04-04,Wednesday,4,0,4,2,49,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,spr,1,1,1,1,0
2018-04-05,Thursday,5,0,4,2,59,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,spr,1,1,1,1,0
2018-04-06,Friday,6,1,4,2,84,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,spr,1,1,1,1,1
2018-04-07,Saturday,7,1,4,2,87,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2018-04-08,Sunday,1,0,4,2,28,62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2018-04-09,Monday,2,0,4,2,23,67,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
2018-04-10,Tuesday,3,0,4,2,20,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2018-04-11,Wednesday,4,0,4,2,24,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2018-04-12,Thursday,5,0,4,2,38,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2018-04-13,Friday,6,1,4,2,56,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018-04-14,Saturday,7,1,4,2,85,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-04-15,Sunday,1,0,4,2,18,72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-16,Monday,2,0,4,2,6,84,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,Tuesday,3,0,4,2,12,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-18,Wednesday,4,0,4,2,19,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-19,Thursday,5,0,4,2,38,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-04-20,Friday,6,1,4,2,72,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-04-21,Saturday,7,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-04-22,Sunday,1,0,4,2,45,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-23,Monday,2,0,4,2,79,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-24,Tuesday,3,0,4,2,70,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-25,Wednesday,4,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-26,Thursday,5,0,4,2,29,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-04-27,Friday,6,1,4,2,53,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-04-28,Saturday,7,1,4,2,88,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-04-29,Sunday,1,0,4,2,46,44,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,Monday,2,0,4,2,64,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,Tuesday,3,0,5,2,15,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-05-02,Wednesday,4,0,5,2,24,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-05-03,Thursday,5,0,5,2,42,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-05-04,Friday,6,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018-05-05,Saturday,7,1,5,2,89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018-05-06,Sunday,1,0,5,2,43,47,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
2018-05-07,Monday,2,0,5,2,54,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2018-05-08,Tuesday,3,0,5,2,64,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
2018-05-09,Wednesday,4,0,5,2,51,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2018-05-10,Thursday,5,0,5,2,56,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2018-05-11,Friday,6,1,5,2,77,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,mai,1,1,1,1,1
2018-05-12,Saturday,7,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mai,1,1,1,1,1
2018-05-13,Sunday,1,0,5,2,36,54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,mom,1,1,1,1,1
2018-05-14,Monday,2,0,5,2,39,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
2018-05-15,Tuesday,3,0,5,2,72,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
2018-05-16,Wednesday,4,0,5,2,57,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2018-05-17,Thursday,5,0,5,2,58,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-05-18,Friday,6,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2018-05-19,Saturday,7,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018-05-20,Sunday,1,0,5,2,45,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-05-21,Monday,2,0,5,2,55,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-05-22,Tuesday,3,0,5,2,51,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2018-05-23,Wednesday,4,0,5,2,50,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2018-05-24,Thursday,5,0,5,2,48,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-05-25,Friday,6,1,5,2,82,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2018-05-26,Saturday,7,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2018-05-27,Sunday,1,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2018-05-28,Monday,2,0,5,2,39,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mem,1,1,1,1,0
2018-05-29,Tuesday,3,0,5,2,35,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
2018-05-30,Wednesday,4,0,5,2,44,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2018-05-31,Thursday,5,0,5,2,34,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2018-06-01,Friday,6,1,6,3,88,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2018-06-02,Saturday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
2018-06-03,Sunday,1,0,6,3,66,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-06-04,Monday,2,0,6,3,71,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-06-05,Tuesday,3,0,6,3,65,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-06-06,Wednesday,4,0,6,3,83,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-06-07,Thursday,5,0,6,3,55,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06-08,Friday,6,1,6,3,76,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06-09,Saturday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-06-10,Sunday,1,0,6,3,48,42,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-06-11,Monday,2,0,6,3,46,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018-06-12,Tuesday,3,0,6,3,47,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2018-06-13,Wednesday,4,0,6,3,54,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2018-06-14,Thursday,5,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2018-06-15,Friday,6,1,6,3,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2018-06-16,Saturday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2018-06-17,Sunday,1,0,6,3,54,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,dad,1,1,1,1,1
2018-06-18,Monday,2,0,6,3,59,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
