date,dow,dowc,wkd,mon,ssn,bkng,avail,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,hol,ishol,hol3,hol5,hol7,holwknd,vis,vis30,vis45,vis60,vis714,seo,seo30,seo45,seo60,seo714,hit,hit30,hit45,hit60,hit714,pv,pv30,pv45,pv60,pv714,clk,clk30,clk45,clk60,clk714,imp,imp30,imp45,imp60,imp714,cvr,cvr30,cvr45,cvr60,cvr714,pact,ssnidx,pactadj,tmin,tmax,prcp,lwsnw,lwsnwdp,hisnwdp,ratedbfp,ratefam,rategf,ratemv,ratepbfp,ratesbfp,ratesmfp,ratesmp,ratesmv,ratets,ratetshi,ratevv,ratevfp,ratewghtavg,ratedbfpadj,ratefamadj,rategfadj,ratemvadj,ratepbfpadj,ratesbfpadj,ratesmfpadj,ratesmpadj,ratesmvadj,ratetsadj,ratetshiadj,ratevvadj,ratevfpadj,ratewghtavgadj
2017-03-06,Sunday,2,0,3,2,22,68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323,10416,16177,23490,2589,129,3782,5991,8821,916,1079,33038,50750,72605,8871,962,29162,44537,63335,7793,5,68,110,125,6,47,642,997,1084,83,0,1,19,20,21,143.601,0.240884296,596.1409789,25,38.4,0.278333333,2.55,21.875,90, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $888.39 , $676.67 , $589.49 , $589.49 , $975.57 , $846.88 , $656.37 , $616.10 , $616.10 ," $1,191.94 ", $986.57 , $656.37 , $781.20 , $699.24 
2017-03-07,Monday,3,0,3,2,25,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,303,10292,16076,23355,2466,98,3748,5940,8758,873,1023,32782,50613,72325,8329,900,28923,44454,63102,7331,3,71,106,127,9,36,674,1006,1093,120,0,1,19,20,21,131.827037,0.273546573,481.9180713,21,38.2,0.101666667,0.025,20.25,92, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $782.32 , $595.88 , $519.11 , $519.11 , $859.09 , $745.76 , $578.00 , $542.54 , $542.54 ," $1,049.62 ", $868.77 , $578.00 , $687.93 , $615.75 
2017-03-08,Tuesday,4,0,3,2,25,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,329,10183,15989,23216,2336,117,3704,5883,8695,850,1090,32585,50363,72030,7679,939,28731,44224,62868,6799,7,72,108,132,8,42,679,1012,1101,95,0,1,19,20,21,127.6735111,0.31437442,406.1192735,21,32.4,0.382,2.366666667,20.33333333,101.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $680.72 , $518.49 , $451.69 , $451.69 , $747.52 , $648.91 , $502.94 , $472.08 , $472.08 , $913.31 , $755.95 , $502.94 , $598.59 , $535.78 
2017-03-09,Wednesday,5,0,3,2,52,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,338,10108,15872,22966,2246,107,3656,5821,8554,832,1022,32434,49879,71205,7586,887,28580,43813,62172,6716,4,62,108,133,17,31,606,1007,1106,126,0,1,19,20,21,141.9543,0.481768592,294.6524584,24.8,37.8,0.381666667,5.15,27,99.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $444.20 , $338.34 , $294.75 , $294.75 , $487.79 , $423.44 , $328.19 , $308.05 , $308.05 , $595.97 , $493.29 , $328.19 , $390.60 , $349.62 
2017-03-10,Thursday,6,1,3,2,59,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306,9994,15770,22708,2136,114,3641,5781,8434,780,991,32433,49540,70544,7282,872,28579,43536,61672,6458,3,61,106,136,19,35,605,1016,1141,139,0,1,19,20,21,163.4194099,0.841053643,194.3031948,26.2,36.4,0.498333333,1.8,23.875,104.5, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $298.44 , $217.58 , $193.80 , $193.80 , $335.29 , $286.55 , $211.06 , $199.52 , $199.52 , $377.13 , $318.32 , $211.06 , $246.81 , $229.36 
2017-03-11,Friday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,259,9861,15607,22420,2081,88,3592,5692,8293,756,728,31937,48929,69766,6886,655,28141,43013,61017,6130,1,62,100,128,19,19,613,987,1071,143,0,1,19,20,21,193.3787013,1.359567297,142.2354757,30.4,45.4,0.43,2.35,24.25,98.5, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $184.62 , $134.60 , $119.89 , $119.89 , $207.42 , $177.26 , $130.56 , $123.43 , $123.43 , $233.30 , $196.92 , $130.56 , $152.68 , $141.88 
2017-03-12,Saturday,1,0,3,2,20,70,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270,9779,15493,22200,1980,107,3582,5628,8190,726,1022,32006,48612,69262,6622,908,28231,42771,60565,5911,2,57,101,126,20,28,574,967,1064,150,0,1,19,20,21,144.6864,0.363367836,398.1816373,30.6,41.8,0.285,0,19.625,96.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $588.93 , $448.58 , $390.79 , $390.79 , $646.73 , $561.41 , $435.12 , $408.43 , $408.43 , $790.16 , $654.02 , $435.12 , $517.88 , $463.54 
2017-03-13,Sunday,2,0,3,2,22,68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259,9780,15418,21928,1981,105,3604,5600,8073,722,871,32066,48473,68446,6825,765,28281,42669,59896,6072,1,51,91,125,14,27,559,911,1069,109,0,1,19,20,21,141.2832308,0.351119482,402.3793549,33,48.4,0.168333333,0,18.75,94.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $609.48 , $464.23 , $404.42 , $404.42 , $669.29 , $581.00 , $450.30 , $422.68 , $422.68 , $817.73 , $676.84 , $450.30 , $535.94 , $479.71 
2017-03-14,Monday,3,0,3,2,30,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,299,9745,15394,21759,2006,106,3576,5582,7993,746,996,32110,48563,68038,6975,891,28331,42775,59604,6206,1,52,92,119,17,32,585,937,1069,144,0,1,19,20,21,146.2298667,0.400112898,365.4715138,33.8,44.8,0.34,0,18.75,90.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $534.85 , $407.39 , $354.90 , $354.90 , $587.33 , $509.86 , $395.16 , $370.92 , $370.92 , $717.60 , $593.96 , $395.16 , $470.32 , $420.97 
2017-03-15,Tuesday,4,0,3,2,37,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300,9718,15336,21597,2003,109,3552,5535,7927,725,980,32127,48430,67791,7025,874,28392,42668,59438,6237,5,53,91,120,15,37,582,940,1066,127,0,1,19,20,21,135.5932,0.559341501,242.4157689,34.4,46.4,0.60125,0,14.9,65.66666667, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $382.59 , $291.41 , $253.87 , $253.87 , $420.14 , $364.71 , $282.67 , $265.33 , $265.33 , $513.32 , $424.87 , $282.67 , $336.43 , $301.13 
2017-03-16,Wednesday,5,0,3,2,40,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,238,9648,15212,21351,2023,83,3509,5466,7818,720,823,31876,48093,67134,7034,733,28186,42409,58915,6198,6,58,91,122,10,28,574,910,1062,113,0,1,19,20,21,144.0899444,0.56750707,253.8998226,33,46,0.351666667,0,12,84.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $377.09 , $287.22 , $250.22 , $250.22 , $414.09 , $359.47 , $278.60 , $261.51 , $261.51 , $505.93 , $418.76 , $278.60 , $331.59 , $296.80 
2017-03-17,Thursday,6,1,3,2,76,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,226,9511,15052,21110,2113,72,3444,5394,7709,740,763,31561,47705,66411,7107,675,27914,42106,58355,6239,7,65,91,129,6,37,609,889,1099,82,0,1,19,20,21,169.2502465,1.077855155,157.0250379,28.8,46.2,0.116666667,0,10.625,84, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $232.87 , $169.78 , $151.23 , $151.23 , $261.63 , $223.59 , $164.69 , $155.69 , $155.69 , $294.28 , $248.38 , $164.69 , $192.59 , $178.97 
2017-03-18,Friday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,287,9418,14978,20896,2144,102,3397,5359,7642,760,927,31300,47517,65790,7213,820,27699,41959,57833,6331,2,61,89,119,5,23,566,870,1048,106,0,0,19,20,21,192.188058,1.367732867,140.5157854,26.4,40.6,0.272857143,0,9.6,90.5, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $183.52 , $133.80 , $119.18 , $119.18 , $206.18 , $176.20 , $129.78 , $122.69 , $122.69 , $231.91 , $195.74 , $129.78 , $151.77 , $141.04 
2017-03-19,Saturday,1,0,3,2,31,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,271,9330,14854,20640,2167,108,3369,5341,7580,767,858,31099,47208,65185,7131,744,27470,41682,57274,6274,3,64,88,120,9,35,593,850,1037,124,0,0,19,20,21,143.7547259,0.547093147,262.76097,28.2,43.4,0.53,0.3,7,90, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $391.16 , $297.94 , $259.55 , $259.55 , $429.54 , $372.88 , $289.00 , $271.27 , $271.27 , $524.81 , $434.39 , $289.00 , $343.96 , $307.87 
2017-03-20,Sunday,2,0,3,2,22,68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275,9231,14736,20514,2128,100,3322,5313,7548,760,965,30956,47014,64938,6955,867,27344,41512,57086,6123,4,57,80,120,13,39,573,821,1042,124,0,0,19,20,21,129.6962222,0.396030114,327.4908088,24.2,48.2,0.002857143,0,7.6,88.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $540.36 , $411.58 , $358.56 , $358.56 , $593.39 , $515.11 , $399.24 , $374.74 , $374.74 , $725.00 , $600.08 , $399.24 , $475.17 , $425.31 
2017-03-21,Monday,3,0,3,2,21,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240,9093,14616,20377,2064,91,3274,5289,7498,736,843,30677,46940,64652,6747,722,27079,41414,56789,5926,4,56,84,118,18,26,559,848,1023,102,0,0,19,20,21,133.0093333,0.449106314,296.1644694,24,44.4,0.034285714,0,7.4,88, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $476.50 , $362.94 , $316.18 , $316.18 , $523.26 , $454.24 , $352.05 , $330.46 , $330.46 , $639.31 , $529.16 , $352.05 , $419.01 , $375.05 
2017-03-22,Tuesday,4,0,3,2,31,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,277,8949,14466,20250,2060,109,3235,5266,7458,744,914,30120,46575,64406,6720,799,26588,41074,56605,5917,2,55,82,114,15,30,545,831,1008,88,0,0,19,20,21,123.306019,0.538927577,228.7988669,31,40.6,0.241428571,0.08,7,88, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $397.08 , $302.45 , $263.49 , $263.49 , $436.05 , $378.53 , $293.38 , $275.38 , $275.38 , $532.76 , $440.97 , $293.38 , $349.17 , $312.54 
2017-03-23,Wednesday,5,0,3,2,30,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,304,8817,14332,20138,2031,101,3194,5206,7385,736,1091,29588,46379,64157,6610,965,26152,40908,56401,5852,3,52,84,110,12,20,521,819,976,95,0,0,19,20,21,155.1208333,0.583838209,265.6914724,31.6,46.4,0.181428571,0,6.4,86, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $366.54 , $279.19 , $243.22 , $243.22 , $402.51 , $349.41 , $270.81 , $254.20 , $254.20 , $491.78 , $407.05 , $270.81 , $322.32 , $288.50 
2017-03-24,Thursday,6,1,3,2,59,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,288,8706,14207,19971,1931,110,3164,5161,7326,712,999,29413,46205,63650,6411,881,25972,40751,55984,5698,8,60,92,112,12,33,549,847,963,95,0,0,19,20,21,178.0265939,1.037027308,171.6701118,29.6,49.4,0.114285714,0,6,86, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $242.04 , $176.47 , $157.18 , $157.18 , $271.93 , $232.40 , $171.17 , $161.82 , $161.82 , $305.86 , $258.16 , $171.17 , $200.17 , $186.01 
2017-03-25,Friday,7,1,3,2,88,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252,8600,14039,19815,1851,101,3126,5133,7273,670,765,28925,45978,63085,6183,674,25542,40552,55509,5501,6,60,96,114,9,27,519,846,954,97,0,0,19,20,21,170.3539106,1.392229575,122.3605027,32.2,45,0.414285714,0.075,5.4,88.5, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $180.29 , $131.44 , $117.08 , $117.08 , $202.55 , $173.10 , $127.50 , $120.53 , $120.53 , $227.83 , $192.30 , $127.50 , $149.10 , $138.56 
2017-03-26,Saturday,1,0,3,2,31,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,268,8538,13915,19661,1879,125,3133,5121,7221,684,928,28572,45682,62674,6382,830,25264,40289,55161,5666,6,65,99,120,11,38,535,851,992,100,0,0,19,20,21,147.950863,0.56750707,260.7031185,31,45.2,0.116666667,0,2.75,88.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $377.09 , $287.22 , $250.22 , $250.22 , $414.09 , $359.47 , $278.60 , $261.51 , $261.51 , $505.93 , $418.76 , $278.60 , $331.59 , $296.80 
2017-03-27,Sunday,2,0,3,2,32,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,294,8495,13857,19571,1880,125,3147,5129,7175,685,910,28408,45639,62245,6218,798,25131,40269,54809,5502,2,63,95,113,10,36,536,848,953,95,0,0,19,20,21,135.9722286,0.498099731,272.9819356,31,40.4,0.136666667,0,2.5,90, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $429.63 , $327.24 , $285.08 , $285.08 , $471.79 , $409.56 , $317.43 , $297.95 , $297.95 , $576.43 , $477.11 , $317.43 , $377.80 , $338.16 
2017-03-28,Monday,3,0,3,2,36,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,321,8508,13920,19558,1896,134,3163,5180,7176,680,1105,28518,45933,62340,6312,984,25217,40538,54926,5604,4,67,90,112,17,29,541,810,944,109,0,0,19,20,21,134.89423,0.469520238,287.3022697,31.6,48,0.108571429,0,2.625,88, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $455.78 , $347.16 , $302.44 , $302.44 , $500.51 , $434.49 , $336.75 , $316.09 , $316.09 , $611.52 , $506.15 , $336.75 , $400.79 , $358.74 
2017-03-29,Tuesday,4,0,3,2,29,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,282,8492,13868,19517,1837,111,3169,5157,7163,665,886,28475,45867,62320,6159,774,25163,40471,54915,5435,4,70,94,116,19,28,537,833,972,110,0,0,19,20,21,150.3616561,0.534844793,281.1313828,33.6,44.4,0.211428571,0,3.6,90, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $400.12 , $304.76 , $265.50 , $265.50 , $439.38 , $381.42 , $295.62 , $277.48 , $277.48 , $536.83 , $444.33 , $295.62 , $351.84 , $314.92 
2017-03-30,Wednesday,5,0,3,2,43,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,312,8498,13853,19471,1814,113,3163,5137,7120,665,1085,28587,45989,62292,6093,940,25234,40598,54874,5360,0,64,84,112,23,26,524,779,944,118,0,0,19,20,21,156.1013093,0.661411118,236.0125271,33.2,44.8,0.588333333,0.075,1.75,89.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $323.55 , $246.44 , $214.69 , $214.69 , $355.30 , $308.43 , $239.05 , $224.38 , $224.38 , $434.10 , $359.31 , $239.05 , $284.51 , $254.66 
2017-03-31,Thursday,6,1,3,2,75,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,271,8460,13816,19380,1880,115,3156,5126,7083,683,925,28431,45840,62057,6361,798,25054,40457,54680,5592,5,63,89,115,22,38,534,810,953,134,0,0,19,20,21,174.9306107,1.14317971,153.0210948,30.6,47.6,0.06,0,2,88, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $219.56 , $160.08 , $142.58 , $142.58 , $246.68 , $210.82 , $155.28 , $146.79 , $146.79 , $277.46 , $234.19 , $155.28 , $181.58 , $168.74 
2017-04-01,Friday,7,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,297,8509,13750,19291,1942,110,3179,5099,7049,721,1027,28509,45789,61933,6597,930,25138,40440,54632,5798,5,61,90,120,14,46,539,822,999,101,0,0,19,20,21,185.4294536,1.39631236,132.7994072,28.4,54.2,0.016666667,0,3,87, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $179.76 , $131.06 , $116.74 , $116.74 , $201.96 , $172.60 , $127.13 , $120.18 , $120.18 , $227.16 , $191.73 , $127.13 , $148.66 , $138.15 
2017-04-02,Saturday,1,0,4,2,55,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,316,8550,13686,19246,1907,121,3206,5071,7033,720,1119,28743,45720,61937,6435,1010,25368,40415,54675,5652,7,66,94,121,16,45,565,830,978,131,1,1,19,20,21,149.7061333,0.62874884,238.1016453,35.8,53.4,0,0,1.333333333,85.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $340.36 , $259.25 , $225.85 , $225.85 , $373.76 , $324.45 , $251.47 , $236.04 , $236.04 , $456.65 , $377.97 , $251.47 , $299.29 , $267.89 
2017-04-03,Sunday,2,0,4,2,66,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,spr,1,1,1,1,0,330,8644,13657,19181,1904,133,3258,5068,7040,737,1048,28981,45709,61818,6505,938,25594,40380,54592,5738,5,68,96,126,10,47,576,850,1025,93,0,1,19,20,21,143.096508,0.89004706,160.7740922,31.2,47,0.066666667,0,1.5,85, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $240.44 , $183.14 , $159.54 , $159.54 , $264.03 , $229.20 , $177.64 , $166.74 , $166.74 , $322.59 , $267.01 , $177.64 , $211.43 , $189.24 
2017-04-04,Monday,3,0,4,2,62,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,spr,1,1,1,1,0,301,8636,13584,19089,1923,133,3277,5054,7045,762,911,28694,45512,61570,6450,819,25354,40206,54374,5669,4,72,98,119,13,51,625,873,1016,121,0,1,19,20,21,137.0425828,0.914543768,149.8480309,26.6,51.2,0,0,1,84, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $234.00 , $178.23 , $155.27 , $155.27 , $256.96 , $223.06 , $172.88 , $162.28 , $162.28 , $313.95 , $259.86 , $172.88 , $205.76 , $184.17 
2017-04-05,Tuesday,4,0,4,2,56,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,spr,1,1,1,1,0,303,8616,13509,19032,2004,121,3269,5036,7051,805,927,28542,45317,61580,6712,825,25217,40044,54379,5931,6,70,102,120,10,52,609,872,1021,110,0,1,19,20,21,145.4591386,0.812474151,179.032328,30.8,49.2,0.018333333,0,0.5,82.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $263.39 , $200.62 , $174.77 , $174.77 , $289.24 , $251.08 , $194.60 , $182.66 , $182.66 , $353.39 , $292.50 , $194.60 , $231.61 , $207.31 
2017-04-06,Wednesday,5,0,4,2,61,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,spr,1,1,1,1,0,306,8619,13394,18911,2009,122,3293,5010,7041,807,939,28458,44785,61240,6684,838,25155,39592,54078,5906,1,71,103,118,17,40,642,898,1025,155,0,1,19,20,21,155.6372283,0.94312326,165.0232104,34.6,47.4,0.193333333,0,0,82.5, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $226.91 , $172.83 , $150.56 , $150.56 , $249.17 , $216.30 , $167.65 , $157.36 , $157.36 , $304.44 , $251.98 , $167.65 , $199.53 , $178.59 
2017-04-07,Thursday,6,1,4,2,87,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,spr,1,1,1,1,1,287,8577,13245,18760,2017,102,3278,4970,6982,819,856,28224,44018,60809,6678,746,24962,38937,53693,5881,2,68,94,113,17,25,630,875,1008,138,0,1,19,20,21,179.6597875,1.241166542,144.7507497,37,49.8,0.315,0,0,82, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $202.23 , $147.44 , $131.33 , $131.33 , $227.21 , $194.17 , $143.02 , $135.20 , $135.20 , $255.56 , $215.70 , $143.02 , $167.25 , $155.42 
2017-04-08,Friday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,237,8476,13083,18584,2000,112,3283,4942,6939,824,684,27886,43528,60320,6604,601,24676,38477,53256,5798,2,61,89,111,16,18,606,850,995,143,0,1,19,20,21,184.9311484,1.39631236,132.4425349,35.2,48.6,0.361428571,0,0,81, $251.00 , $183.00 , $163.00 , $163.00 , $282.00 , $241.00 , $177.51 , $167.81 , $167.81 , $317.19 , $267.72 , $177.51 , $207.58 , $192.90 , $179.76 , $131.06 , $116.74 , $116.74 , $201.96 , $172.60 , $127.13 , $120.18 , $120.18 , $227.16 , $191.73 , $127.13 , $148.66 , $138.15 
2017-04-09,Saturday,1,0,4,2,33,57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,308,8478,13033,18472,2045,100,3269,4903,6910,833,1069,27964,43344,60397,6866,921,24725,38294,53304,6054,3,58,90,111,15,23,600,851,983,150,0,1,19,20,21,154.9649385,0.412361252,375.798981,29.6,46.8,0.095714286,0,0,80, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $518.96 , $395.28 , $344.36 , $344.36 , $569.89 , $494.71 , $383.43 , $359.90 , $359.90 , $696.28 , $576.32 , $383.43 , $456.35 , $408.46 
2017-04-10,Sunday,2,0,4,2,24,66,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,283,8502,12986,18363,2093,108,3289,4893,6881,829,949,28185,43012,60122,7057,801,24871,37987,53012,6234,13,65,103,123,16,39,601,889,1003,190,0,1,19,20,21,151.0794267,0.416444037,362.7844637,29,49,0,0,0,79, $214.00 , $163.00 , $142.00 , $142.00 , $235.00 , $204.00 , $158.11 , $148.41 , $148.41 , $287.12 , $237.65 , $158.11 , $188.18 , $168.44 , $513.87 , $391.41 , $340.98 , $340.98 , $564.30 , $489.86 , $379.67 , $356.37 , $356.37 , $689.46 , $570.66 , $379.67 , $451.87 , $404.46 
